Tipo,Subtipo,Descripcion,Descripcion_Limpia
Equipo,Equipo,"BROCA 3/8 X 1"" X 1/2 C.5. DOBLE ACCIO","['broca', 'c', 'doble', 'accio']"
Equipo,Equipo,"TECLADO PARA COMPUTADORA, DE COLOR NEGRO/GRIS","['teclado', 'computadora', 'color', 'negrogris']"
Libro,Libro,UN CUENTO ESCRITO POR EL DOCTOR FERNANDO DEL RIO HAZA FUE EL HILO CONDUCTOR PARA LA REDACCION DE LOS,"['cuento', 'escrito', 'doctor', 'fernando', 'rio', 'haza', 'fue', 'hilo', 'conductor', 'redaccion']"
Libro,Libro,"Libro de Gonvill librerìas, con no. de Adquisiciòn BPJ50833","['libro', 'gonvill', 'libreras', 'adquisicin', 'bpj']"
Equipo,Equipo,ENFRIADOR / CALENTADOR DE AGUA. FACTURA A 1926. NOTA DE DEBITO 26212.,"['enfriador', 'calentador', 'agua', 'factura', 'nota', 'debito']"
Equipo,Equipo,MONITOR PRESARIO LCD 25,"['monitor', 'presario', 'lcd']"
Equipo,Equipo,IMPRESORA MULTIFUNCIONAL COLOR BLANCO,"['impresora', 'multifuncional', 'color', 'blanco']"
Transporte,Transporte,"motocicleta, color azul, motor 4 tiempos, 1 cilindro. Area de mantenimiento HVP","['motocicleta', 'color', 'azul', 'motor', 'tiempos', 'cilindro', 'area', 'mantenimiento', 'hvp']"
Mobiliario,Mobiliario,"ESCRITORIO DE 120*50*75 CON CAJONERAS, 1 CJON, 1 GAVETA EN MELAMINA DE 28 MM EN COLOR ARCE GRIS, CAN","['escritorio', 'cajoneras', 'cjon', 'gaveta', 'melamina', 'mm', 'color', 'arce', 'gris', 'can']"
Mobiliario,Mobiliario,ESCRITORIO PRIMA L DE 180X80X180M.INCLUYE ARCHIVERO PEDESTAL IZQUIERDO.,"['escritorio', 'prima', 'l', 'xxmincluye', 'archivero', 'pedestal', 'izquierdo']"
Equipo,Equipo,"PLANTA DE LUZ A DIESEL DE GENERACION ELECTRICA AUTOMATICA, 60KW, 220/127 V, CON TRANSFERENCIA AUTOMA","['planta', 'luz', 'diesel', 'generacion', 'electrica', 'automatica', 'kw', 'v', 'transferencia', 'automa']"
Equipo,Equipo,TRANSFORMADOR DE ENTRADA APC WW 20KVA ISOLATION TRANSFORMER N/P APTF20KW01 No. DE INVENTARIO AA01345,"['transformador', 'entrada', 'apc', 'ww', 'kva', 'isolation', 'transformer', 'np', 'aptfkw', 'inventario', 'aa']"
Mobiliario,Mobiliario,VENTILADOR ALTA,"['ventilador', 'alta']"
Equipo,Equipo,DVD MULTI-REGION,"['dvd', 'multiregion']"
Mobiliario,Mobiliario,SILLA EJECUTIVA DE MALLA,"['silla', 'ejecutiva', 'malla']"
Equipo,Equipo,"INTEL CORE 2 DUO PROCESSOR E4500 (2.2 GHZ, 800FSB) W/DUAL CORE TECHNOLOGY AND 2 MB, INCLUYE, MONITOR","['intel', 'core', 'duo', 'processor', 'e', 'ghz', 'fsb', 'wdual', 'core', 'technology', 'and', 'mb', 'incluye', 'monitor']"
Libro,Libro,LIBRO: WINDOWS VISTA GUIA DEL ADMINISTRADOR,"['libro', 'windows', 'vista', 'guia', 'administrador']"
Equipo,Equipo,VIDEO PROYECTOR MARCA SONY MODELO VPL-EW5 DE ALTA DEFINICION CON RESOLUCION WXGA(1280X800) MULTI-FUN,"['video', 'proyector', 'marca', 'sony', 'modelo', 'vplew', 'alta', 'definicion', 'resolucion', 'wxgax', 'multifun']"
Libro,Libro,MUCHOS CONSIDERAN QUE EL MODELO SOCIAL EUROPEO -CONCRETAMENTE SU SISTEMA DE BIENESTAR Y PROTECCION S,"['muchos', 'consideran', 'modelo', 'social', 'europeo', 'concretamente', 'su', 'sistema', 'bienestar', 'proteccion', 's']"
Mobiliario,Mobiliario,ESCGRAPA 1.2X.6X.75/1+1 PASACMOL ARENA TOTAL (ESCRITORIO COLOR ARENA)No DE INVENTARIO AA01380,"['escgrapa', 'xx', 'pasacmol', 'arena', 'total', 'escritorio', 'color', 'arenano', 'inventario', 'aa']"
Equipo,Equipo,"ULTRA U320 SCSI DRIVE, RPM, 15K, FIRMWARE DX10.","['ultra', 'u', 'scsi', 'drive', 'rpm', 'k', 'firmware', 'dx']"
Mobiliario,Mobiliario,MUEBLE PARA LABORATORIO MEDICO 1.40 x 70 x 40 DE FONDO.,"['mueble', 'laboratorio', 'medico', 'fondo']"
Equipo,Equipo,"LASER JET, COLOR, FACTURA 7295, PROVEEDOR CORPORATIVO ELECTRONICS. S.A. DE C.V., FOLIO DE INGRESO AL","['laser', 'jet', 'color', 'factura', 'proveedor', 'corporativo', 'electronics', 'sa', 'cv', 'folio', 'ingreso']"
Equipo,Equipo,VIDEO PROYECTOR MARCA SONY MODELO EX5 DE 2000 LUMENES VGA RESOLUCION 1024X756,"['video', 'proyector', 'marca', 'sony', 'modelo', 'ex', 'lumenes', 'vga', 'resolucion']"
Mobiliario,Mobiliario,SILLA DE VISITA ECONOMICA VERDE ACEITUNA No DE INVENTARIO AA01368,"['silla', 'visita', 'economica', 'verde', 'aceituna', 'inventario', 'aa']"
Equipo,Equipo,"VIDEO PROYECTOR , RECURSO PROMEP, DR. LUIS ANTONIO CORONA NAKAMURA.","['video', 'proyector', 'recurso', 'promep', 'dr', 'luis', 'antonio', 'corona', 'nakamura']"
Equipo,Equipo,"COMPUTADORA DE ESCRITORIO, CPU, UNIDAD DE MEMORIA, RECURSO PROMEP, MTRO. JOSE RODOLFO CHAVEZ DE LOS","['computadora', 'escritorio', 'cpu', 'unidad', 'memoria', 'recurso', 'promep', 'mtro', 'jose', 'rodolfo', 'chavez']"
Equipo,Equipo,"RADIO TIPO PORTATIL EN BANDA UHF 446-490MHZ 128 CANALES, INCLUYE BATERIA LI-ION 2000 MAH KNB-45L, AN","['radio', 'tipo', 'portatil', 'banda', 'uhf', 'mhz', 'canales', 'incluye', 'bateria', 'liion', 'mah', 'knbl', 'an']"
Equipo,Equipo,PILA NIQUEL METAL 1.2V,"['pila', 'niquel', 'metal', 'v']"
Equipo,Equipo,CAMARA BULLET D&N IR/COLOR/EXTERIOR/3.6MM,"['camara', 'bullet', 'dn', 'ircolorexteriormm']"
Libro,Libro,"Libro de ediciones SM, con no. de adquisiciòn BPJ50667","['libro', 'ediciones', 'sm', 'adquisicin', 'bpj']"
Equipo,Equipo,BAÑO MARIA TINA DE ACERO INOXIDABLE CAPACIDAD 7.9 LITROS FAB USA,"['bao', 'maria', 'tina', 'acero', 'inoxidable', 'capacidad', 'litros', 'fab', 'usa']"
Libro,Libro,LIBRO NEGRO CON LETRAS EN BLANCO E IMAGEN DE UNA NIÑA.,"['libro', 'negro', 'letras', 'blanco', 'e', 'imagen', 'nia']"
Libro,Libro,"PELICULA AL CALOR DE LA NOCHE,SEGUN FACTURA 8095, PROMOTORA MUSICAL SA DE CV.","['pelicula', 'calor', 'nochesegun', 'factura', 'promotora', 'musical', 'sa', 'cv']"
Equipo,Equipo,"MULTICONTACTO DE 6 SALIDAS ""MODULO T20""","['multicontacto', 'salidas', 'modulo', 't']"
Libro,Libro,LIBRO DE EDITORIAL PORRUA HISTORIA CONSTITUCIONAL DE LAS ENTIDADES FEDERATIVAS MEXICANAS,"['libro', 'editorial', 'porrua', 'historia', 'constitucional', 'entidades', 'federativas', 'mexicanas']"
Equipo,Equipo,MICROGRABADORA REPORTERA DIGITAL SONY  MODELO ICD-P620//C E  ICDP620  SO1-1222192-5 P-19935615-L,"['micrograbadora', 'reportera', 'digital', 'sony', 'modelo', 'icdpc', 'e', 'icdp', 'so', 'pl']"
Equipo,Equipo,MICROGRABADORA REPORTERA DIGITAL SONY  MODELO ICD-P620//C E  ICDP620  SO1-1222192-3 P-19935615-L,"['micrograbadora', 'reportera', 'digital', 'sony', 'modelo', 'icdpc', 'e', 'icdp', 'so', 'pl']"
Libro,Libro,LIBRO DE PASTA BLANDA CON LETRAS ANARANJADAS  Y NEGRAS. EN LA PORTADA TRAE LA FOTO DE UN GUEPARDO,"['libro', 'pasta', 'blanda', 'letras', 'anaranjadas', 'negras', 'portada', 'trae', 'foto', 'guepardo']"
Libro,Libro,LA PRESENTE OBRA ANALIZA LAS IMPLICACIONES DE LA PSICOLOGIA COGNITIVA EN LA ENSEÑANZA Y EL  APRENDIZ,"['presente', 'obra', 'analiza', 'implicaciones', 'psicologia', 'cognitiva', 'enseanza', 'aprendiz']"
Libro,Libro,LIBRO DE TEXTO E IMAGENES Y GRAFICAS,"['libro', 'texto', 'e', 'imagenes', 'graficas']"
Libro,Libro,LIBRO DE EDITORIAL PORRUA CAMBIO DE LA CULTURA POLITICA Y JURIDICA EN MEXICO,"['libro', 'editorial', 'porrua', 'cambio', 'cultura', 'politica', 'juridica', 'mexico']"
Equipo,Equipo,KITEXT 3813 PAQUETE OSCILOSCOPIO PUNTAS BATERIAS DATALOGGER ADAPTADOR DE AC CABLES Y PROGRAMA DE USO,"['kitext', 'paquete', 'osciloscopio', 'puntas', 'baterias', 'datalogger', 'adaptador', 'ac', 'cables', 'programa', 'uso']"
Mobiliario,Mobiliario,LIBRERO DE PISO DE 1.80X90X35 COLOR HAYA,"['librero', 'piso', 'xx', 'color', 'haya']"
Libro,Libro,LIBRO DE TEXTO IMAGENES Y GRAFICOS,"['libro', 'texto', 'imagenes', 'graficos']"
Libro,Libro,LIBRO DE EDITORIAL PORRUA ENSAYOS COMPLETOS,"['libro', 'editorial', 'porrua', 'ensayos', 'completos']"
Libro,Libro,LIBRO COLOR VERDE CON LETRAS EN BLANCO Y MORADO E IMAGEN DE UN JOVEN,"['libro', 'color', 'verde', 'letras', 'blanco', 'morado', 'e', 'imagen', 'joven']"
Equipo,Equipo,NO BREAK 330 WATS,"['break', 'wats']"
Equipo,Equipo,MESA P/PONG H.FIRST 141005,"['mesa', 'ppong', 'hfirst']"
Equipo,Equipo,Pipeta graduada 10 x 1/10,"['pipeta', 'graduada']"
Libro,Libro,"LIBRO BLANCO CON ROJO , LETRAS ROJAS Y BLANCAS E IMAGEN DE UNA CERVEZA.","['libro', 'blanco', 'rojo', 'letras', 'rojas', 'blancas', 'e', 'imagen', 'cerveza']"
Equipo,Equipo,Mango para bisturi Nº4,"['mango', 'bisturi', 'n']"
Equipo,Equipo,Conector de siete puertos usb para computadoras,"['conector', 'siete', 'puertos', 'usb', 'computadoras']"
Libro,Libro,LA POSADA DEL AULLIDO,"['posada', 'aullido']"
Equipo,Equipo,SOFTWARE CARTA ESTATAL EN RELIEVE ESCALA 1: 40000000,"['software', 'carta', 'estatal', 'relieve', 'escala']"
Libro,Libro,EL PROPOSITO DE ESTE LIBRO ES DIVULGAR EN IDIOMA ESPAÑOL UNA NUEVA CORRIENTE DE LITERATURA ECONOMICA,"['proposito', 'este', 'libro', 'divulgar', 'idioma', 'espaol', 'nueva', 'corriente', 'literatura', 'economica']"
Libro,Libro,A TERRIFIC BOOK THAT EXPANDS OUR UNDERTANDING OF NEW FORMS OF ENVIROMENTAL GOVERNANCE,"['terrific', 'book', 'that', 'expands', 'our', 'undertanding', 'of', 'new', 'forms', 'of', 'enviromental', 'governance']"
Equipo,Equipo,CAFETERA PERCOLADORA 50 TAZA,"['cafetera', 'percoladora', 'taza']"
Libro,Libro,Norma,['norma']
Equipo,Equipo,CAJA FUERTE CON ENTREPAÑO 85-D,"['caja', 'fuerte', 'entrepao', 'd']"
Libro,Libro,"EN UN MUNDO EMPRESARIAL A MENUDO SOBRECARGADO DE PALABRAS QUE HAN PERDIDO SU VERDADERO SENTIDO, ESTE","['mundo', 'empresarial', 'menudo', 'sobrecargado', 'palabras', 'han', 'perdido', 'su', 'verdadero', 'sentido', 'este']"
Equipo,Equipo,COPIADORA MCA CANON COLOR PLOMO,"['copiadora', 'mca', 'canon', 'color', 'plomo']"
Libro,Libro,ACCIDENTE CELESTE,"['accidente', 'celeste']"
Equipo,Equipo,Disco Duro Externo Hi-Speed 500Gb USB 2.0 Silver,"['disco', 'duro', 'externo', 'hispeed', 'gb', 'usb', 'silver']"
Equipo,Equipo,"IMPRESORA A COLOR LASER JET 12 PPM NEGRO, 8 PPM COLOR, TARJETA DE RED INCORPORADA ETHERNET MEMORIA E","['impresora', 'color', 'laser', 'jet', 'ppm', 'negro', 'ppm', 'color', 'tarjeta', 'red', 'incorporada', 'ethernet', 'memoria', 'e']"
Libro,Libro,LIBRO DE EDITORIAL PORRUA UNA INTRODUCCION A LA OPINION EUROPEA,"['libro', 'editorial', 'porrua', 'introduccion', 'opinion', 'europea']"
Libro,Libro,TRUCOS CON SOMBREROS,"['trucos', 'sombreros']"
Equipo,Equipo,IMPRESORA MULTIFUNCIONAL AL IN ONE,"['impresora', 'multifuncional', 'in', 'one']"
Equipo,Equipo,MOUSE PARA COMPUTADORA DE EQUIPO ENSAMBLADO,"['mouse', 'computadora', 'equipo', 'ensamblado']"
Equipo,Equipo,MICROFONO Y PEDESTAL,"['microfono', 'pedestal']"
Libro,Libro,LA DEMOCRACIA EN LA CALLE DE LA FACTURA 87913,"['democracia', 'calle', 'factura']"
Libro,Libro,LIBRO NUEVO PASTA BLANDA COLOR BLANCO,"['libro', 'nuevo', 'pasta', 'blanda', 'color', 'blanco']"
Equipo,Equipo,TOSHIBA SATELITE 2400-S-251/S-252 KTT3614/256,"['toshiba', 'satelite', 'ss', 'ktt']"
Libro,Libro,THE VITAL ROLE OF PLANT RESIDUE IN SOIL MANAGEMENT TO IMPROVE SOIL QUALITY. THIS BOOK REPRESENTS THE,"['the', 'vital', 'role', 'of', 'plant', 'residue', 'in', 'soil', 'management', 'to', 'improve', 'soil', 'quality', 'this', 'book', 'represents', 'the']"
Equipo,Equipo,"SCANER HP SCANJET 5590 2400DPI 5BOT, 48BIT, ALIMENTADOR AUTOMATICO, C/OP CDUPLEX L1910A,","['scaner', 'hp', 'scanjet', 'dpi', 'bot', 'bit', 'alimentador', 'automatico', 'cop', 'cduplex']"
Mobiliario,Mobiliario,PANTALLA DE PROYECCION COLGANTE MANUAL DE 1.78 X 1.78 MTS.,"['pantalla', 'proyeccion', 'colgante', 'manual', 'mts']"
Libro,Libro,LIBRO DE EDITORIAL PORRUA EL GENIO DEL CRISTIANISMO,"['libro', 'editorial', 'porrua', 'genio', 'cristianismo']"
Libro,Libro,ADMINISTRACIÓN MEXICANA EN TRANSICIÓN DE ICI,"['administracin', 'mexicana', 'transicin', 'ici']"
Equipo,Equipo,"CPU OPTIPLEX CORE 2 DUO E7200/2.53GHZ, 3M, 1066FS6(223-9123), 2GB, NON-ECC,667MHZ DDR2,2X1GB","['cpu', 'optiplex', 'core', 'duo', 'eghz', 'm', 'fs', 'gb', 'noneccmhz', 'ddrxgb']"
Equipo,Equipo,GENERADOR DE BANDA (APARATO DE VAN DER GRAAF),"['generador', 'banda', 'aparato', 'van', 'der', 'graaf']"
Equipo,Equipo,BASCULA DE PISO CON CAPACIDAD DE 120 KgS.,"['bascula', 'piso', 'capacidad', 'kgs']"
Equipo,Equipo,MONITOR A COLOR MARCA: LENOVO MODELO: 9482FHS SERIES: V1VN727FACTURA 3653 RECURSOS DE CONACYT PA,"['monitor', 'color', 'marca', 'lenovo', 'modelo', 'fhs', 'series', 'vvnfactura', 'recursos', 'conacyt', 'pa']"
Equipo,Equipo,TECLADO INCLUIDO EN MAC,"['teclado', 'incluido', 'mac']"
Equipo,Equipo,CALCULADORA BASICA 12 DIGITOS GRANDE SOLAR Y DE BATERIA 3 MEMORIAS BASICAS 105 FUNCIONES DE OPERACIO,"['calculadora', 'basica', 'digitos', 'grande', 'solar', 'bateria', 'memorias', 'basicas', 'funciones', 'operacio']"
Equipo,Equipo,IMPRESORA  STYLUS PHOTO R290,"['impresora', 'stylus', 'photo', 'r']"
Equipo,Equipo,ENFRIADOR Y CALENTADOR DE AGUA DOS LLAVES Y ALACENA EN LA PARTE INFERIOR CON SEGURO EN AGUA CALIENTE,"['enfriador', 'calentador', 'agua', 'dos', 'llaves', 'alacena', 'parte', 'inferior', 'seguro', 'agua', 'caliente']"
Equipo,Equipo,COMPRESOR 1/4 DE DIAFRAGMA,"['compresor', 'diafragma']"
Mobiliario,Mobiliario,Mamparas de 86.5 cms. x 1.80 mts. de altura sobre diseño especial con ajuste a mamparas existentes.,"['mamparas', 'cms', 'mts', 'altura', 'sobre', 'diseo', 'especial', 'ajuste', 'mamparas', 'existentes']"
Equipo,Equipo,VIDEO CAMARA DIGITAL DCR-DVD,"['video', 'camara', 'digital', 'dcrdvd']"
Libro,Libro,PELICULA COLOR OSCURO CON LETRAS AMARILLAS Y BLANCAS E IMAGEN DE UN CORO NIÑOS Y DOS HOMBRES.,"['pelicula', 'color', 'oscuro', 'letras', 'amarillas', 'blancas', 'e', 'imagen', 'coro', 'nios', 'dos', 'hombres']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51487","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Libro,Libro,"LIBRO ROJO CON LETRAS EN GRIS,BLANCO Y ROJO.","['libro', 'rojo', 'letras', 'grisblanco', 'rojo']"
Mobiliario,Mobiliario,SILLÓN EJECUTIVO DE VISITA EN PIELSEGUN FACTURA 201-A-000267398,"['silln', 'ejecutivo', 'visita', 'pielsegun', 'factura']"
Equipo,Equipo,REGISTRADOR DE DATOS DE TEMPERATURA/LUMINOSIDAD,"['registrador', 'datos', 'temperaturaluminosidad']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51492","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ50967","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Mobiliario,Mobiliario,1 puerta de .95m frente x 1.10m de alto,"['puerta', 'm', 'frente', 'm', 'alto']"
Mobiliario,Mobiliario,PINTARRON ALFRA BCO PORCELANIZADO 120X240SEGUN FACTURA 0512,"['pintarron', 'alfra', 'bco', 'porcelanizado', 'xsegun', 'factura']"
Libro,Libro,PELICULA COLOR CLARO CON LETRAS EN NEGRO Y ROJO E IMAGEN DE UNA PAREJAS.,"['pelicula', 'color', 'claro', 'letras', 'negro', 'rojo', 'e', 'imagen', 'parejas']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51513","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Equipo,Equipo,ESSENTIAL SW CCX 5.0 PRE SEAT QTY 1 AGEN,"['essential', 'sw', 'ccx', 'pre', 'seat', 'qty', 'agen']"
Libro,Libro,Material auduitivo,"['material', 'auduitivo']"
Equipo,Equipo,AGITADOR ORBIT M60 CAT-S2020-M60 - PROYECTO CONACYT 47895,"['agitador', 'orbit', 'm', 'catsm', 'proyecto', 'conacyt']"
Libro,Libro,MANUALIDADES PARA NIÑOS,"['manualidades', 'nios']"
Libro,Libro,LIBRO DE EDITORIAL LIMUSA TECNOLOGÍA EDUCATIVA,"['libro', 'editorial', 'limusa', 'tecnologa', 'educativa']"
Mobiliario,Mobiliario,"M-CCEL-1. MUEBLE PARA LABORATORIO EN ESCUADRA A MURO, CONSTA DE CINCO GABINETES.","['mccel', 'mueble', 'laboratorio', 'escuadra', 'muro', 'consta', 'cinco', 'gabinetes']"
Equipo,Equipo,MAC MINI 1.83GHZ CORE DUO/1GB/APPLE T.V.,"['mac', 'mini', 'ghz', 'core', 'duogbapple', 'tv']"
Equipo,Equipo,SOPORTE PARA VIDEO PROYECTOR CROMO ROTULA GIRATORIA COLOR GRIS,"['soporte', 'video', 'proyector', 'cromo', 'rotula', 'giratoria', 'color', 'gris']"
Libro,Libro,LIBRO DE EDITORIAL LIMUSA INFORMACIÓN PARA BACHILLERATO 2,"['libro', 'editorial', 'limusa', 'informacin', 'bachillerato']"
Equipo,Equipo,REGULADOR CON NO BREAK CENTRA 850VA CON REGULADOR INTEGRADO Y 4 CONTACTOS. S/N:418410695,"['regulador', 'break', 'centra', 'va', 'regulador', 'integrado', 'contactos', 'sn']"
Equipo,Equipo,TARJETA DE RED SMC INALAMBRICA 802.11 B/G S/N: 07A35500511,"['tarjeta', 'red', 'smc', 'inalambrica', 'bg', 'sn']"
Equipo,Equipo,TARJETA DE RED SMC INALAMBRICA 802.11 B/G S/N: 07B13601831,"['tarjeta', 'red', 'smc', 'inalambrica', 'bg', 'sn', 'b']"
Equipo,Equipo,VIDEO PROYECTOR 2100ANSI LUMES/XGA,"['video', 'proyector', 'ansi', 'lumesxga']"
Libro,Libro,Libro de portada en color gris y franja Fucsia en la parte superior con imagen al centro de una gráf,"['libro', 'portada', 'color', 'gris', 'franja', 'fucsia', 'parte', 'superior', 'imagen', 'centro', 'grf']"
Equipo,Equipo,MEZCLADORA MARMITA DE ACERO INOXIDABLE DE 50 K. POR CARGA,"['mezcladora', 'marmita', 'acero', 'inoxidable', 'k', 'carga']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51515","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Equipo,Equipo,REGULADOR 8 CONTACTOS DE 1000 WATTS 200VA ENTRADA DE LINEA TELEFONICA,"['regulador', 'contactos', 'watts', 'va', 'entrada', 'linea', 'telefonica']"
Libro,Libro,"EL ESTRES ES UNA REALIDAD DE LA VIDA MODERNA. NO RODEA POR TODAS PARTES Y, TARDE O TREMPRANO, CASI C","['estres', 'realidad', 'vida', 'moderna', 'rodea', 'todas', 'partes', 'tarde', 'tremprano', 'casi', 'c']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51060","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51066","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ50933","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Libro,Libro,Libro de portada a color crema con imagen de figuras como de ensamble semejando edificios en colores,"['libro', 'portada', 'color', 'crema', 'imagen', 'figuras', 'como', 'ensamble', 'semejando', 'edificios', 'colores']"
Mobiliario,Mobiliario,"BANCO DE 60 CMS. ALTO CON PEDESTAL DE TUBO DE 4"" CON PLACA PARA FIJACION AL PISO FABRICADOS EN ACERO","['banco', 'cms', 'alto', 'pedestal', 'tubo', 'placa', 'fijacion', 'piso', 'fabricados', 'acero']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51029","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Equipo,Equipo,TRITURADORA DE DOCUMENTOS MARCA GBC MOD. 180,"['trituradora', 'documentos', 'marca', 'gbc', 'mod']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51520","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Equipo,Equipo,CPU HP PAVILION,"['cpu', 'hp', 'pavilion']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ50989","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Libro,Libro,LIBRO DE EDITORIAL LIMUSA LA CÉLULA,"['libro', 'editorial', 'limusa', 'clula']"
Equipo,Equipo,TECLADO STANDAR PS/2,"['teclado', 'standar', 'ps']"
Libro,Libro,"Libro de editorial Fondo de Cultura Econòmica, con no. de adquisicion BPJ51001","['libro', 'editorial', 'fondo', 'cultura', 'econmica', 'adquisicion', 'bpj']"
Equipo,Equipo,"MEMORIA DDR II, 2GB, 800MHZ","['memoria', 'ddr', 'ii', 'gb', 'mhz']"
Libro,Libro,PELICULA COLOR OSCURO CON LETRAS EN BLANCO Y AMARILLO E IMAGEN DE UN HOMBRE CON ROPA NEGRA Y LA MUER,"['pelicula', 'color', 'oscuro', 'letras', 'blanco', 'amarillo', 'e', 'imagen', 'hombre', 'ropa', 'negra', 'muer']"
Equipo,Equipo,ADAPTADOR PARA COMPUTADORA COMPAQ ARMADA,"['adaptador', 'computadora', 'compaq', 'armada']"
Equipo,Equipo,IMPRESORA EPSON LX300+ MATRIZ DE PUNTOS. PRODUCTO C11C294161.,"['impresora', 'epson', 'lx', 'matriz', 'puntos', 'producto', 'cc']"
Equipo,Equipo,CAMILLA MADERA S/SUJETADOR ARBEOL,"['camilla', 'madera', 'ssujetador', 'arbeol']"
Equipo,Equipo,REGULADOR UPS COLOR NEGRO.,"['regulador', 'ups', 'color', 'negro']"
Mobiliario,Mobiliario,TIPO ARMARIO EN DISEÑO TRADICIONAL EN ACABADO LAMINADO COLOR CEREZO CLÁSICO. CON REPISAS AJUSTABLES.,"['tipo', 'armario', 'diseo', 'tradicional', 'acabado', 'laminado', 'color', 'cerezo', 'clsico', 'repisas', 'ajustables']"
Equipo,Equipo,"MONITOR 19"" FLAT WIDE W1907 C/BOCINAS","['monitor', 'flat', 'wide', 'w', 'cbocinas']"
Equipo,Equipo,MANIQUI DE CRISIS INFANTIL PARA RCP 3D,"['maniqui', 'crisis', 'infantil', 'rcp', 'd']"
Equipo,Equipo,PIZARRÓN DE CORCHO 40 X 60 CM,"['pizarrn', 'corcho', 'cm']"
Equipo,Equipo,COMPUTADORA PORTATIL HP PRESARIO C766LA INTEL CELERON 550 2.0 GHZ,"['computadora', 'portatil', 'hp', 'presario', 'cla', 'intel', 'celeron', 'ghz']"
Libro,Libro,TAMAÑO MEDIA CARTA COLOR BLANCO CON LETRAS NEGRAS Y CAFES,"['tamao', 'media', 'carta', 'color', 'blanco', 'letras', 'negras', 'cafes']"
Equipo,Equipo,GABINETE ACTECK VAIL ACG-8029 ATX-P4 24P 400W,"['gabinete', 'acteck', 'vail', 'acg', 'atxp', 'p', 'w']"
Equipo,Equipo,LAPTOP HP COMPAQ 2510p,"['laptop', 'hp', 'compaq', 'p']"
Equipo,Equipo,IMPRESORA HP LASERJET P3005X,"['impresora', 'hp', 'laserjet', 'px']"
Equipo,Equipo,JARRA PARA TINCION,"['jarra', 'tincion']"
Equipo,Equipo,PH-METRO DIGITAL C/ELECTRODO PINNACLE,"['phmetro', 'digital', 'celectrodo', 'pinnacle']"
Libro,Libro,Libro de portada con foto y dibujo de un paisaje campirano con pasto y como imagen principal un árbo,"['libro', 'portada', 'foto', 'dibujo', 'paisaje', 'campirano', 'pasto', 'como', 'imagen', 'principal', 'rbo']"
Equipo,Equipo,TARJETA SD KINGSTON 8 GB HC,"['tarjeta', 'sd', 'kingston', 'gb', 'hc']"
Equipo,Equipo,REGULADOR MARCA NEX TEP,"['regulador', 'marca', 'nex', 'tep']"
Equipo,Equipo,"MEMORIA DE 2 GB PARA SERVIDOR PROLIANT DE GENERACION 5, INCLUIDA EN EL SERVIDOR","['memoria', 'gb', 'servidor', 'proliant', 'generacion', 'incluida', 'servidor']"
Equipo,Equipo,"COPIADORA DIGITAL ADF, BAY-PASS, CASETTE 250 HOJAS INSTALACION Y CAPACITACION","['copiadora', 'digital', 'adf', 'baypass', 'casette', 'hojas', 'instalacion', 'capacitacion']"
Equipo,Equipo,"CPU: INCLUYE: MOUSE, MODELO:MOAKUO, S/N:0815015216, TECLADO:MODELO:KB-0401, S/N:8DB3400960B Y BOCINA","['cpu', 'incluye', 'mouse', 'modelomoakuo', 'sn', 'tecladomodelokb', 'sndbb', 'bocina']"
Equipo,Equipo,PROYECTOR SVGA,"['proyector', 'svga']"
